	BE_Earth	BE_ISS	Human	MRSA	Soil	BE_Earth_prop	BE_ISS_prop	Soil_prop	Human_prop	MRSA_prop	fxn	p.val	p.adj.BH
Oxygen-dependent choline dehydrogenase	3	21	24	55	2	100	100	100	100	100	Oxygen-dependent choline dehydrogenase	1	1
Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR	3	21	24	55	2	100	100	100	100	100	Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR	1	1
p-aminobenzoyl-glutamate hydrolase subunit B	3	18	24	49	2	100	85.7142857142857	100	100	89.0909090909091	p-aminobenzoyl-glutamate hydrolase subunit B	0.114931969994464	1
p-aminobenzoyl-glutamate transport protein	3	21	24	55	2	100	100	100	100	100	p-aminobenzoyl-glutamate transport protein	1	1
P-protein	3	21	22	55	2	100	100	100	91.6666666666667	100	P-protein	0.113616589179407	1
Pantothenate precursors transporter PanS	3	21	24	55	2	100	100	100	100	100	Pantothenate precursors transporter PanS	1	1
Pantothenate synthetase	3	21	24	55	2	100	100	100	100	100	Pantothenate synthetase	1	1
Para-nitrobenzyl esterase	3	21	24	55	2	100	100	100	100	100	Para-nitrobenzyl esterase	1	1
Penicillin acylase	3	21	24	55	2	100	100	100	100	100	Penicillin acylase	1	1
Penicillin-binding protein 1A	3	21	24	55	2	100	100	100	100	100	Penicillin-binding protein 1A	1	1
Penicillin-binding protein 1A/1B	3	21	24	55	2	100	100	100	100	100	Penicillin-binding protein 1A/1B	1	1
Penicillin-binding protein 2B	3	21	24	55	2	100	100	100	100	100	Penicillin-binding protein 2B	1	1
Penicillin-binding protein H	3	21	24	55	2	100	100	100	100	100	Penicillin-binding protein H	1	1
Peptidase T	3	21	24	55	2	100	100	100	100	100	Peptidase T	1	1
Peptide chain release factor 1	3	21	24	55	2	100	100	100	100	100	Peptide chain release factor 1	1	1
Peptide chain release factor 2	3	21	24	55	2	100	100	100	100	100	Peptide chain release factor 2	1	1
Peptide chain release factor 3	3	21	24	55	2	100	100	100	100	100	Peptide chain release factor 3	1	1
Peptide deformylase	3	21	24	54	2	100	100	100	100	98.1818181818182	Peptide deformylase	0.737855188029324	1
Peptide deformylase 1	3	21	24	55	2	100	100	100	100	100	Peptide deformylase 1	1	1
Peptide methionine sulfoxide reductase MsrA 1	3	21	24	55	2	100	100	100	100	100	Peptide methionine sulfoxide reductase MsrA 1	1	1
Peptide methionine sulfoxide reductase MsrA 2	3	21	24	55	2	100	100	100	100	100	Peptide methionine sulfoxide reductase MsrA 2	1	1
Peptide methionine sulfoxide reductase msrA/msrB	3	21	24	55	2	100	100	100	100	100	Peptide methionine sulfoxide reductase msrA/msrB	1	1
Peptide methionine sulfoxide reductase MsrB	3	21	24	55	2	100	100	100	100	100	Peptide methionine sulfoxide reductase MsrB	1	1
Peptidoglycan glycosyltransferase RodA	3	21	24	55	2	100	100	100	100	100	Peptidoglycan glycosyltransferase RodA	1	1
Peptidoglycan O-acetyltransferase	3	21	24	55	2	100	100	100	100	100	Peptidoglycan O-acetyltransferase	1	1
Peptidyl-tRNA hydrolase	3	21	24	55	2	100	100	100	100	100	Peptidyl-tRNA hydrolase	1	1
Peroxide-responsive repressor PerR	3	21	24	54	2	100	100	100	100	98.1818181818182	Peroxide-responsive repressor PerR	0.737855188029321	1
Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	3	21	23	55	2	100	100	100	95.8333333333333	100	Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB	0.400046832154877	1
Pesticidal crystal protein Cry22Aa	3	21	24	55	2	100	100	100	100	100	Pesticidal crystal protein Cry22Aa	1	1
pH-gated potassium channel KcsA	0	0	1	0	0	0	0	0	4.16666666666667	0	pH-gated potassium channel KcsA	0.400046832154878	1
Phenmedipham hydrolase	0	1	0	0	0	0	4.76190476190476	0	0	0	Phenmedipham hydrolase	0.359066896152729	1
Phenylalanine--tRNA ligase alpha subunit	3	21	24	55	2	100	100	100	100	100	Phenylalanine--tRNA ligase alpha subunit	1	1
Phenylalanine--tRNA ligase beta subunit	3	21	24	55	2	100	100	100	100	100	Phenylalanine--tRNA ligase beta subunit	1	1
PhoH-like protein	3	21	24	55	2	100	100	100	100	100	PhoH-like protein	1	1
Phosphatase YwpJ	3	21	24	55	2	100	100	100	100	100	Phosphatase YwpJ	1	1
Phosphate acetyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphate acetyltransferase	1	1
Phosphate acyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphate acyltransferase	1	1
Phosphate import ATP-binding protein PstB 3	3	21	24	55	2	100	100	100	100	100	Phosphate import ATP-binding protein PstB 3	1	1
Phosphate transport system permease protein PstA	3	21	24	55	2	100	100	100	100	100	Phosphate transport system permease protein PstA	1	1
Phosphate transport system permease protein PstC 1	3	21	24	55	2	100	100	100	100	100	Phosphate transport system permease protein PstC 1	1	1
Phosphate-binding protein PstS	3	21	24	55	2	100	100	100	100	100	Phosphate-binding protein PstS	1	1
Phosphate-import permease protein PhnE	3	21	24	55	2	100	100	100	100	100	Phosphate-import permease protein PhnE	1	1
Phosphate-import protein PhnD	3	21	24	55	2	100	100	100	100	100	Phosphate-import protein PhnD	1	1
Phosphate-specific transport system accessory protein PhoU	3	21	24	55	2	100	100	100	100	100	Phosphate-specific transport system accessory protein PhoU	1	1
Phosphate-specific transport system accessory protein PhoU 	0	1	0	0	0	0	4.76190476190476	0	0	0	Phosphate-specific transport system accessory protein PhoU 	0.35906689615273	1
Phosphatidate cytidylyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphatidate cytidylyltransferase	1	1
Phosphatidylglycerol lysyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphatidylglycerol lysyltransferase	1	1
Phospho-2-dehydro-3-deoxyheptonate aldolase	3	21	24	55	2	100	100	100	100	100	Phospho-2-dehydro-3-deoxyheptonate aldolase	1	1
Phospho-N-acetylmuramoyl-pentapeptide-transferase	3	21	24	55	2	100	100	100	100	100	Phospho-N-acetylmuramoyl-pentapeptide-transferase	1	1
Phosphocarrier protein HPr	3	21	24	55	2	100	100	100	100	100	Phosphocarrier protein HPr	1	1
Phosphoenolpyruvate carboxykinase (ATP)	3	21	24	55	2	100	100	100	100	100	Phosphoenolpyruvate carboxykinase (ATP)	1	1
Phosphoenolpyruvate-protein phosphotransferase	3	21	24	55	2	100	100	100	100	100	Phosphoenolpyruvate-protein phosphotransferase	1	1
Phosphoglucomutase	3	21	24	55	2	100	100	100	100	100	Phosphoglucomutase	1	1
Phosphoglucosamine mutase	3	21	24	55	2	100	100	100	100	100	Phosphoglucosamine mutase	1	1
Phosphoglycerate kinase	3	21	24	55	2	100	100	100	100	100	Phosphoglycerate kinase	1	1
Phosphoglycolate phosphatase	3	21	24	55	2	100	100	100	100	100	Phosphoglycolate phosphatase	1	1
Phosphoheptose isomerase	0	1	0	0	0	0	4.76190476190476	0	0	0	Phosphoheptose isomerase	0.359066896152729	1
Phospholipase C	3	21	24	55	2	100	100	100	100	100	Phospholipase C	1	1
Phospholipase YtpA	3	21	24	55	2	100	100	100	100	100	Phospholipase YtpA	1	1
Phosphomevalonate kinase	3	21	24	55	2	100	100	100	100	100	Phosphomevalonate kinase	1	1
Phosphopantetheine adenylyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphopantetheine adenylyltransferase	1	1
Phosphopentomutase	3	21	24	55	2	100	100	100	100	100	Phosphopentomutase	1	1
Phosphoribosyl-AMP cyclohydrolase	3	21	24	55	2	100	100	100	100	100	Phosphoribosyl-AMP cyclohydrolase	1	1
Phosphoribosylamine--glycine ligase	3	21	24	55	2	100	100	100	100	100	Phosphoribosylamine--glycine ligase	1	1
Phosphoribosylaminoimidazole-succinocarboxamide synthase	3	21	24	55	2	100	100	100	100	100	Phosphoribosylaminoimidazole-succinocarboxamide synthase	1	1
Phosphoribosylformylglycinamidine cyclo-ligase	3	21	24	55	2	100	100	100	100	100	Phosphoribosylformylglycinamidine cyclo-ligase	1	1
Phosphoribosylformylglycinamidine synthase subunit PurL	3	21	24	55	2	100	100	100	100	100	Phosphoribosylformylglycinamidine synthase subunit PurL	1	1
Phosphoribosylformylglycinamidine synthase subunit PurQ	3	21	24	55	2	100	100	100	100	100	Phosphoribosylformylglycinamidine synthase subunit PurQ	1	1
Phosphoribosylformylglycinamidine synthase subunit PurS	3	21	24	55	2	100	100	100	100	100	Phosphoribosylformylglycinamidine synthase subunit PurS	1	1
Phosphoribosylglycinamide formyltransferase	3	21	24	55	2	100	100	100	100	100	Phosphoribosylglycinamide formyltransferase	1	1
Phosphorylated carbohydrates phosphatase	3	21	24	55	2	100	100	100	100	100	Phosphorylated carbohydrates phosphatase	1	1
Phosphoserine phosphatase RsbU	3	21	24	54	2	100	100	100	100	98.1818181818182	Phosphoserine phosphatase RsbU	0.737855188029324	1
Plasmin and fibronectin-binding protein A	3	21	23	55	2	100	100	100	95.8333333333333	100	Plasmin and fibronectin-binding protein A	0.400046832154877	1
Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	3	21	24	55	2	100	100	100	100	100	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	1	1
Poly-beta-1,6-N-acetyl-D-glucosamine synthase	3	21	24	55	2	100	100	100	100	100	Poly-beta-1,6-N-acetyl-D-glucosamine synthase	1	1
Poly(glycerol-phosphate) alpha-glucosyltransferase	3	21	24	55	2	100	100	100	100	100	Poly(glycerol-phosphate) alpha-glucosyltransferase	1	1
Polyribonucleotide nucleotidyltransferase	3	21	24	55	2	100	100	100	100	100	Polyribonucleotide nucleotidyltransferase	1	1
Porphobilinogen deaminase	3	21	24	55	2	100	100	100	100	100	Porphobilinogen deaminase	1	1
Potassium-transporting ATPase ATP-binding subunit	3	21	24	55	2	100	100	100	100	100	Potassium-transporting ATPase ATP-binding subunit	1	1
Potassium-transporting ATPase KdpC subunit	3	21	24	55	2	100	100	100	100	100	Potassium-transporting ATPase KdpC subunit	1	1
Potassium-transporting ATPase potassium-binding subunit	3	21	24	55	2	100	100	100	100	100	Potassium-transporting ATPase potassium-binding subunit	1	1
Precorrin-2 dehydrogenase	3	21	24	55	2	100	100	100	100	100	Precorrin-2 dehydrogenase	1	1
Prephenate dehydrogenase	3	21	24	55	2	100	100	100	100	100	Prephenate dehydrogenase	1	1
Primosomal protein DnaI	3	21	24	55	2	100	100	100	100	100	Primosomal protein DnaI	1	1
Primosomal protein N'	3	21	24	54	2	100	100	100	100	98.1818181818182	Primosomal protein N'	0.737855188029325	1
Processive diacylglycerol beta-glucosyltransferase	3	21	24	55	2	100	100	100	100	100	Processive diacylglycerol beta-glucosyltransferase	1	1
Proline dehydrogenase 2	3	21	24	55	2	100	100	100	100	100	Proline dehydrogenase 2	1	1
Proline iminopeptidase	3	21	23	55	2	100	100	100	95.8333333333333	100	Proline iminopeptidase	0.400046832154877	1
Proline--tRNA ligase	3	21	24	55	2	100	100	100	100	100	Proline--tRNA ligase	1	1
Proline/betaine transporter	3	21	24	55	2	100	100	100	100	100	Proline/betaine transporter	1	1
Prolipoprotein diacylglyceryl transferase	3	21	24	55	2	100	100	100	100	100	Prolipoprotein diacylglyceryl transferase	1	1
Protein GrpE	3	21	24	55	2	100	100	100	100	100	Protein GrpE	1	1
Protein NrdI	3	21	24	55	2	100	100	100	100	100	Protein NrdI	1	1
Protein RecA	3	21	24	55	2	100	100	100	100	100	Protein RecA	1	1
Protein SprT-like protein	3	21	24	55	2	100	100	100	100	100	Protein SprT-like protein	1	1
Protein translocase subunit SecA	3	21	24	55	2	100	100	100	100	100	Protein translocase subunit SecA	1	1
Protein translocase subunit SecE	3	21	24	55	2	100	100	100	100	100	Protein translocase subunit SecE	1	1
Protein translocase subunit SecY	3	21	24	55	2	100	100	100	100	100	Protein translocase subunit SecY	1	1
Protein YceI	3	21	24	55	2	100	100	100	100	100	Protein YceI	1	1
Protein-ADP-ribose hydrolase	3	21	24	55	2	100	100	100	100	100	Protein-ADP-ribose hydrolase	1	1
Protein-arginine kinase	3	21	24	55	2	100	100	100	100	100	Protein-arginine kinase	1	1
Protein-arginine kinase activator protein	3	21	24	55	2	100	100	100	100	100	Protein-arginine kinase activator protein	1	1
Protein-export protein SecB	1	2	0	3	0	33.3333333333333	9.52380952380952	0	0	5.45454545454545	Protein-export protein SecB	0.141920190254064	1
Protoheme IX farnesyltransferase 2	3	21	24	55	2	100	100	100	100	100	Protoheme IX farnesyltransferase 2	1	1
Proton/sodium-glutamate symport protein	3	21	24	55	2	100	100	100	100	100	Proton/sodium-glutamate symport protein	1	1
Protoporphyrinogen oxidase	3	21	23	55	2	100	100	100	95.8333333333333	100	Protoporphyrinogen oxidase	0.400046832154877	1
Pseudouridine kinase	3	21	24	54	2	100	100	100	100	98.1818181818182	Pseudouridine kinase	0.737855188029324	1
Pseudouridine-5'-phosphate glycosidase	3	21	24	55	2	100	100	100	100	100	Pseudouridine-5'-phosphate glycosidase	1	1
PTS system EIIBC component	3	21	24	55	2	100	100	100	100	100	PTS system EIIBC component	1	1
PTS system fructose-specific EIIABC component	3	21	24	55	2	100	100	100	100	100	PTS system fructose-specific EIIABC component	1	1
PTS system fructose-specific EIIB'BC component	0	1	0	0	0	0	4.76190476190476	0	0	0	PTS system fructose-specific EIIB'BC component	0.359066896152729	1
PTS system galactitol-specific EIIB component	3	21	24	55	2	100	100	100	100	100	PTS system galactitol-specific EIIB component	1	1
PTS system galactitol-specific EIIC component	3	21	24	55	2	100	100	100	100	100	PTS system galactitol-specific EIIC component	1	1
PTS system glucose-specific EIIA component	3	21	24	55	2	100	100	100	100	100	PTS system glucose-specific EIIA component	1	1
PTS system glucose-specific EIICBA component	3	21	24	55	2	100	100	100	100	100	PTS system glucose-specific EIICBA component	1	1
PTS system glucoside-specific EIICBA component	3	21	24	55	2	100	100	100	100	100	PTS system glucoside-specific EIICBA component	1	1
PTS system lactose-specific EIIA component	3	21	24	55	2	100	100	100	100	100	PTS system lactose-specific EIIA component	1	1
PTS system lactose-specific EIICB component	3	21	24	55	2	100	100	100	100	100	PTS system lactose-specific EIICB component	1	1
PTS system maltose-specific EIICB component	3	21	24	55	2	100	100	100	100	100	PTS system maltose-specific EIICB component	1	1
PTS system mannitol-specific EIICB component	3	21	24	55	2	100	100	100	100	100	PTS system mannitol-specific EIICB component	1	1
PTS system mannose-specific EIIBCA component	3	21	24	55	2	100	100	100	100	100	PTS system mannose-specific EIIBCA component	1	1
PTS system N-acetylglucosamine-specific EIICBA component	3	21	24	55	2	100	100	100	100	100	PTS system N-acetylglucosamine-specific EIICBA component	1	1
PTS system trehalose-specific EIIBC component	3	21	24	55	2	100	100	100	100	100	PTS system trehalose-specific EIIBC component	1	1
PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	3	21	24	55	2	100	100	100	100	100	PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL	1	1
PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	3	21	24	55	2	100	100	100	100	100	PTS-dependent dihydroxyacetone kinase, dihydroxyacetone-binding subunit DhaK	1	1
PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	3	21	24	55	2	100	100	100	100	100	PTS-dependent dihydroxyacetone kinase, phosphotransferase subunit DhaM	1	1
Pur operon repressor	3	21	24	55	2	100	100	100	100	100	Pur operon repressor	1	1
Purine efflux pump PbuE	3	21	24	55	2	100	100	100	100	100	Purine efflux pump PbuE	1	1
Purine nucleoside phosphoramidase	3	21	24	55	2	100	100	100	100	100	Purine nucleoside phosphoramidase	1	1
Purine nucleoside phosphorylase DeoD-type	3	21	24	54	2	100	100	100	100	98.1818181818182	Purine nucleoside phosphorylase DeoD-type	0.737855188029324	1
Purine nucleoside phosphorylase DeoD-type 1	3	21	24	55	2	100	100	100	100	100	Purine nucleoside phosphorylase DeoD-type 1	1	1
Purine nucleoside transport protein NupG	3	21	22	55	2	100	100	100	91.6666666666667	100	Purine nucleoside transport protein NupG	0.113616589179407	1
Putative 2-dehydropantoate 2-reductase	3	21	24	55	2	100	100	100	100	100	Putative 2-dehydropantoate 2-reductase	1	1
Putative 2-hydroxyacid dehydrogenase	3	21	24	55	2	100	100	100	100	100	Putative 2-hydroxyacid dehydrogenase	1	1
putative 27.7 kDa protein	0	0	0	1	0	0	0	0	0	1.81818181818182	putative 27.7 kDa protein	0.737855188029322	1
putative 3-hydroxyacyl-CoA dehydrogenase	3	21	24	55	2	100	100	100	100	100	putative 3-hydroxyacyl-CoA dehydrogenase	1	1
Putative 3-methyladenine DNA glycosylase	3	21	23	55	2	100	100	100	95.8333333333333	100	Putative 3-methyladenine DNA glycosylase	0.400046832154877	1
Putative 5'(3')-deoxyribonucleotidase	3	21	24	55	2	100	100	100	100	100	Putative 5'(3')-deoxyribonucleotidase	1	1
Putative 8-oxo-dGTP diphosphatase YtkD	3	21	24	55	2	100	100	100	100	100	Putative 8-oxo-dGTP diphosphatase YtkD	1	1
putative AAA domain-containing protein	3	21	24	55	2	100	100	100	100	100	putative AAA domain-containing protein	1	1
putative ABC transporter ATP-binding protein	3	21	24	55	2	100	100	100	100	100	putative ABC transporter ATP-binding protein	1	1
putative ABC transporter ATP-binding protein YbiT	3	21	24	55	2	100	100	100	100	100	putative ABC transporter ATP-binding protein YbiT	1	1
putative ABC transporter ATP-binding protein YheS	3	21	24	55	2	100	100	100	100	100	putative ABC transporter ATP-binding protein YheS	1	1
putative ABC transporter ATP-binding protein YlmA	3	21	24	55	2	100	100	100	100	100	putative ABC transporter ATP-binding protein YlmA	1	1
putative ABC transporter ATP-binding protein YxlF	3	21	24	55	2	100	100	100	100	100	putative ABC transporter ATP-binding protein YxlF	1	1
putative ABC transporter permease	3	21	24	55	2	100	100	100	100	100	putative ABC transporter permease	1	1
putative ABC transporter permease protein	3	21	24	55	2	100	100	100	100	100	putative ABC transporter permease protein	1	1
putative ABC transporter solute-binding protein YclQ	3	21	24	55	2	100	100	100	100	100	putative ABC transporter solute-binding protein YclQ	1	1
putative acetyl-CoA acyltransferase	3	21	24	55	2	100	100	100	100	100	putative acetyl-CoA acyltransferase	1	1
Putative acetyl-CoA C-acetyltransferase YhfS	3	21	24	55	2	100	100	100	100	100	Putative acetyl-CoA C-acetyltransferase YhfS	1	1
Putative acetyl-hydrolase LipR	3	21	24	55	2	100	100	100	100	100	Putative acetyl-hydrolase LipR	1	1
Putative acetyltransferase	3	21	24	55	2	100	100	100	100	100	Putative acetyltransferase	1	1
putative acyl--CoA ligase YhfT	3	21	24	55	2	100	100	100	100	100	putative acyl--CoA ligase YhfT	1	1
Putative acyl-CoA dehydrogenase YdbM	3	21	24	55	2	100	100	100	100	100	Putative acyl-CoA dehydrogenase YdbM	1	1
putative acyl-CoA thioester hydrolase	3	21	24	55	2	100	100	100	100	100	putative acyl-CoA thioester hydrolase	1	1
putative adenylyltransferase/sulfurtransferase MoeZ	3	21	24	54	2	100	100	100	100	98.1818181818182	putative adenylyltransferase/sulfurtransferase MoeZ	0.737855188029325	1
Putative aldehyde dehydrogenase	3	21	24	55	2	100	100	100	100	100	Putative aldehyde dehydrogenase	1	1
Putative aldehyde dehydrogenase AldA	3	21	24	55	2	100	100	100	100	100	Putative aldehyde dehydrogenase AldA	1	1
Putative aliphatic sulfonates transport permease protein SsuC	3	21	24	55	2	100	100	100	100	100	Putative aliphatic sulfonates transport permease protein SsuC	1	1
putative amino acid permease YhdG	3	21	24	55	2	100	100	100	100	100	putative amino acid permease YhdG	1	1
putative amino-acid ABC transporter-binding protein	3	21	24	55	2	100	100	100	100	100	putative amino-acid ABC transporter-binding protein	1	1
Putative aminopeptidase YsdC	3	21	24	55	2	100	100	100	100	100	Putative aminopeptidase YsdC	1	1
putative antitoxin YezG	3	21	24	55	2	100	100	100	100	100	putative antitoxin YezG	1	1
putative ATP-dependent helicase DinG 	3	21	24	55	2	100	100	100	100	100	putative ATP-dependent helicase DinG 	1	1
putative beta-barrel protein YwiB	3	21	24	55	2	100	100	100	100	100	putative beta-barrel protein YwiB	1	1
putative branched-chain-amino-acid aminotransferase	3	21	24	55	2	100	100	100	100	100	putative branched-chain-amino-acid aminotransferase	1	1
putative cadmium-transporting ATPase	1	1	2	4	0	33.3333333333333	4.76190476190476	0	8.33333333333333	7.27272727272727	putative cadmium-transporting ATPase	0.583153101742612	1
