"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SRR1617632__prok","SRR1656267_prok","SRR1656269__prok","SRR1656335__prok","SRR1656350__prok","SRR2164311__prok","SRR2167785_prok","SRR2171381__prok","SRR2171418__prok","SRR3954738__prok","SRR3954739__prok","SRR3954741__prok","SRR3954742__prok","SRR3954743__prok","SRR3954744__prok","SRR3954745__prok","SRR3954747__prok","SRR4420705__prok"
"group_564","","hypothetical protein","18","18","1","1","8376","","","","584","869","850","SRR1617632__prok_04092","SRR1656267_prok_02869","SRR1656269__prok_03737","SRR1656335__prok_03104","SRR1656350__prok_04102","SRR2164311__prok_03967","SRR2167785_prok_03200","SRR2171381__prok_00612","SRR2171418__prok_03525","SRR3954738__prok_03362","SRR3954739__prok_02026","SRR3954741__prok_03359","SRR3954742__prok_02417","SRR3954743__prok_03792","SRR3954744__prok_05271","SRR3954745__prok_05020","SRR3954747__prok_01674","SRR4420705__prok_04256"
"group_574","","Putative two-component membrane permease complex subunit SMU_747c","18","18","1","1","1186","","","","974","977","976","SRR1617632__prok_00007","SRR1656267_prok_03828","SRR1656269__prok_00680","SRR1656335__prok_04001","SRR1656350__prok_04291","SRR2164311__prok_00831","SRR2167785_prok_04942","SRR2171381__prok_04241","SRR2171418__prok_03104","SRR3954738__prok_04083","SRR3954739__prok_03865","SRR3954741__prok_00133","SRR3954742__prok_01096","SRR3954743__prok_01638","SRR3954744__prok_04338","SRR3954745__prok_04364","SRR3954747__prok_01536","SRR4420705__prok_02856"
"yciC_2","","Putative metal chaperone YciC","18","18","1","1","1183","","","","1187","1187","1187","SRR1617632__prok_00008","SRR1656267_prok_03827","SRR1656269__prok_00681","SRR1656335__prok_04002","SRR1656350__prok_04290","SRR2164311__prok_00830","SRR2167785_prok_04941","SRR2171381__prok_04240","SRR2171418__prok_03105","SRR3954738__prok_04082","SRR3954739__prok_03866","SRR3954741__prok_00132","SRR3954742__prok_01095","SRR3954743__prok_01639","SRR3954744__prok_04337","SRR3954745__prok_04363","SRR3954747__prok_01537","SRR4420705__prok_02857"
"rspR","","HTH-type transcriptional repressor RspR","18","18","1","1","1180","","","","671","671","671","SRR1617632__prok_00010","SRR1656267_prok_03824","SRR1656269__prok_00684","SRR1656335__prok_04004","SRR1656350__prok_04288","SRR2164311__prok_00828","SRR2167785_prok_04939","SRR2171381__prok_04238","SRR2171418__prok_03107","SRR3954738__prok_04080","SRR3954739__prok_03868","SRR3954741__prok_00130","SRR3954742__prok_01093","SRR3954743__prok_01641","SRR3954744__prok_04335","SRR3954745__prok_04361","SRR3954747__prok_01539","SRR4420705__prok_02860"
"czcD","","Cadmium, cobalt and zinc/H( )-K( ) antiporter","18","18","1","1","1178","","","","899","899","899","SRR1617632__prok_00012","SRR1656267_prok_03822","SRR1656269__prok_00686","SRR1656335__prok_04006","SRR1656350__prok_04286","SRR2164311__prok_00826","SRR2167785_prok_04937","SRR2171381__prok_04236","SRR2171418__prok_03109","SRR3954738__prok_04078","SRR3954739__prok_03870","SRR3954741__prok_00128","SRR3954742__prok_01091","SRR3954743__prok_01643","SRR3954744__prok_04333","SRR3954745__prok_04359","SRR3954747__prok_01541","SRR4420705__prok_02862"
"phnV","","Putative 2-aminoethylphosphonate transport system permease protein PhnV","18","18","1","1","1153","","","","1634","1670","1642","SRR1617632__prok_00031","SRR1656267_prok_03806","SRR1656269__prok_00702","SRR1656335__prok_03226","SRR1656350__prok_03997","SRR2164311__prok_00807","SRR2167785_prok_04919","SRR2171381__prok_04218","SRR2171418__prok_03127","SRR3954738__prok_04060","SRR3954739__prok_03888","SRR3954741__prok_00110","SRR3954742__prok_01073","SRR3954743__prok_01661","SRR3954744__prok_04315","SRR3954745__prok_03179","SRR3954747__prok_01559","SRR4420705__prok_03382"
"cmpR_2","","HTH-type transcriptional activator CmpR","18","18","1","1","1149","","","","893","893","893","SRR1617632__prok_00034","SRR1656267_prok_03803","SRR1656269__prok_00705","SRR1656335__prok_03223","SRR1656350__prok_03994","SRR2164311__prok_00804","SRR2167785_prok_04916","SRR2171381__prok_04215","SRR2171418__prok_03130","SRR3954738__prok_04057","SRR3954739__prok_03891","SRR3954741__prok_00107","SRR3954742__prok_01070","SRR3954743__prok_01664","SRR3954744__prok_04312","SRR3954745__prok_03176","SRR3954747__prok_01562","SRR4420705__prok_03385"
"group_583","","hypothetical protein","18","18","1","1","1105","","","","299","299","299","SRR1617632__prok_00084","SRR1656267_prok_03764","SRR1656269__prok_00743","SRR1656335__prok_03178","SRR1656350__prok_03949","SRR2164311__prok_00754","SRR2167785_prok_04877","SRR2171381__prok_04176","SRR2171418__prok_03171","SRR3954738__prok_04016","SRR3954739__prok_03932","SRR3954741__prok_00066","SRR3954742__prok_01029","SRR3954743__prok_01705","SRR3954744__prok_04271","SRR3954745__prok_03135","SRR3954747__prok_01603","SRR4420705__prok_04512"
"group_584","","hypothetical protein","18","18","1","1","1091","","","","716","716","716","SRR1617632__prok_00096","SRR1656267_prok_03752","SRR1656269__prok_00755","SRR1656335__prok_03166","SRR1656350__prok_03937","SRR2164311__prok_00742","SRR2167785_prok_04865","SRR2171381__prok_04164","SRR2171418__prok_03183","SRR3954738__prok_04004","SRR3954739__prok_03944","SRR3954741__prok_00054","SRR3954742__prok_01017","SRR3954743__prok_01717","SRR3954744__prok_04259","SRR3954745__prok_03123","SRR3954747__prok_01615","SRR4420705__prok_03604"
"hfq_2","","RNA-binding protein Hfq","18","18","1","1","1080","","","","188","194","192","SRR1617632__prok_00104","SRR1656267_prok_03744","SRR1656269__prok_00763","SRR1656335__prok_03158","SRR1656350__prok_03929","SRR2164311__prok_00734","SRR2167785_prok_04857","SRR2171381__prok_04155","SRR2171418__prok_03191","SRR3954738__prok_03996","SRR3954739__prok_03952","SRR3954741__prok_00046","SRR3954742__prok_01009","SRR3954743__prok_01725","SRR3954744__prok_04251","SRR3954745__prok_03114","SRR3954747__prok_01623","SRR4420705__prok_03612"
"bacE_4","","Putative bacilysin exporter BacE","18","18","1","1","1076","","","","1199","1214","1211","SRR1617632__prok_00108","SRR1656267_prok_03740","SRR1656269__prok_00767","SRR1656335__prok_03154","SRR1656350__prok_03925","SRR2164311__prok_00730","SRR2167785_prok_04853","SRR2171381__prok_04151","SRR2171418__prok_03195","SRR3954738__prok_03992","SRR3954739__prok_03956","SRR3954741__prok_00042","SRR3954742__prok_01005","SRR3954743__prok_01729","SRR3954744__prok_04247","SRR3954745__prok_03739","SRR3954747__prok_01627","SRR4420705__prok_03616"
"group_587","","hypothetical protein","18","18","1","1","1070","","","","317","320","317","SRR1617632__prok_00114","SRR1656267_prok_03734","SRR1656269__prok_00773","SRR1656335__prok_03147","SRR1656350__prok_03918","SRR2164311__prok_00724","SRR2167785_prok_04847","SRR2171381__prok_04145","SRR2171418__prok_03201","SRR3954738__prok_03986","SRR3954739__prok_03962","SRR3954741__prok_00036","SRR3954742__prok_00999","SRR3954743__prok_01735","SRR3954744__prok_04241","SRR3954745__prok_03733","SRR3954747__prok_01633","SRR4420705__prok_01810"
"bmrR_2","","Multidrug-efflux transporter 1 regulator","18","18","1","1","1066","","","","830","830","830","SRR1617632__prok_00118","SRR1656267_prok_03730","SRR1656269__prok_00777","SRR1656335__prok_03143","SRR1656350__prok_03914","SRR2164311__prok_00720","SRR2167785_prok_04843","SRR2171381__prok_04141","SRR2171418__prok_03205","SRR3954738__prok_03982","SRR3954739__prok_03966","SRR3954741__prok_00032","SRR3954742__prok_00995","SRR3954743__prok_01739","SRR3954744__prok_04237","SRR3954745__prok_03729","SRR3954747__prok_01637","SRR4420705__prok_01806"
"group_589","","hypothetical protein","18","18","1","1","1050","","","","659","659","659","SRR1617632__prok_00132","SRR1656267_prok_03716","SRR1656269__prok_00791","SRR1656335__prok_03128","SRR1656350__prok_03899","SRR2164311__prok_00706","SRR2167785_prok_02425","SRR2171381__prok_04127","SRR2171418__prok_03219","SRR3954738__prok_03968","SRR3954739__prok_03980","SRR3954741__prok_00018","SRR3954742__prok_00981","SRR3954743__prok_01753","SRR3954744__prok_04222","SRR3954745__prok_03715","SRR3954747__prok_01651","SRR4420705__prok_01792"
"yvbK","","putative N-acetyltransferase YvbK","18","18","1","1","9540","","","","458","467","466","SRR1617632__prok_00159","SRR1656267_prok_00464","SRR1656269__prok_00818","SRR1656335__prok_01876","SRR1656350__prok_02018","SRR2164311__prok_00679","SRR2167785_prok_02406","SRR2171381__prok_01659","SRR2171418__prok_03238","SRR3954738__prok_01416","SRR3954739__prok_02041","SRR3954741__prok_01409","SRR3954742__prok_03601","SRR3954743__prok_02499","SRR3954744__prok_02529","SRR3954745__prok_01150","SRR3954747__prok_02280","SRR4420705__prok_02763"
"map_1","","Methionine aminopeptidase 1","18","18","1","1","9547","","","","746","746","746","SRR1617632__prok_00166","SRR1656267_prok_00458","SRR1656269__prok_00824","SRR1656335__prok_01883","SRR1656350__prok_02025","SRR2164311__prok_00672","SRR2167785_prok_02399","SRR2171381__prok_01666","SRR2171418__prok_03245","SRR3954738__prok_01409","SRR3954739__prok_02048","SRR3954741__prok_01416","SRR3954742__prok_03594","SRR3954743__prok_02492","SRR3954744__prok_02522","SRR3954745__prok_01143","SRR3954747__prok_02287","SRR4420705__prok_02757"
"panC","","Pantothenate synthetase","18","18","1","1","9587","","","","848","848","848","SRR1617632__prok_00191","SRR1656267_prok_00427","SRR1656269__prok_00855","SRR1656335__prok_01908","SRR1656350__prok_02050","SRR2164311__prok_00648","SRR2167785_prok_02373","SRR2171381__prok_01692","SRR2171418__prok_03271","SRR3954738__prok_01383","SRR3954739__prok_02074","SRR3954741__prok_01442","SRR3954742__prok_03568","SRR3954743__prok_02466","SRR3954744__prok_02496","SRR3954745__prok_01117","SRR3954747__prok_02313","SRR4420705__prok_03277"
"group_593","","hypothetical protein","18","18","1","1","9672","","","","845","845","845","SRR1617632__prok_00273","SRR1656267_prok_00346","SRR1656269__prok_00936","SRR1656335__prok_01989","SRR1656350__prok_02131","SRR2164311__prok_00566","SRR2167785_prok_02292","SRR2171381__prok_01774","SRR2171418__prok_03353","SRR3954738__prok_01301","SRR3954739__prok_02156","SRR3954741__prok_01524","SRR3954742__prok_03486","SRR3954743__prok_02384","SRR3954744__prok_02414","SRR3954745__prok_01035","SRR3954747__prok_02395","SRR4420705__prok_02459"
"kinA_2","","Sporulation kinase A","18","18","1","1","9673","","","","1262","1271","1265","SRR1617632__prok_00274","SRR1656267_prok_00345","SRR1656269__prok_00937","SRR1656335__prok_01990","SRR1656350__prok_02132","SRR2164311__prok_00565","SRR2167785_prok_02291","SRR2171381__prok_01775","SRR2171418__prok_03354","SRR3954738__prok_01300","SRR3954739__prok_02157","SRR3954741__prok_01525","SRR3954742__prok_03485","SRR3954743__prok_02383","SRR3954744__prok_02413","SRR3954745__prok_01034","SRR3954747__prok_02396","SRR4420705__prok_02458"
"cysC","","putative adenylyl-sulfate kinase","18","18","1","1","9708","","","","593","593","593","SRR1617632__prok_00307","SRR1656267_prok_00311","SRR1656269__prok_00971","SRR1656335__prok_02022","SRR1656350__prok_02164","SRR2164311__prok_00532","SRR2167785_prok_02258","SRR2171381__prok_01808","SRR2171418__prok_01902","SRR3954738__prok_01267","SRR3954739__prok_02190","SRR3954741__prok_01558","SRR3954742__prok_03452","SRR3954743__prok_02350","SRR3954744__prok_02380","SRR3954745__prok_01001","SRR3954747__prok_02429","SRR4420705__prok_03796"
"sat","","Sulfate adenylyltransferase","18","18","1","1","9709","","","","1136","1136","1136","SRR1617632__prok_00308","SRR1656267_prok_00310","SRR1656269__prok_00972","SRR1656335__prok_02023","SRR1656350__prok_02165","SRR2164311__prok_00531","SRR2167785_prok_02257","SRR2171381__prok_01809","SRR2171418__prok_01901","SRR3954738__prok_01266","SRR3954739__prok_02191","SRR3954741__prok_01559","SRR3954742__prok_03451","SRR3954743__prok_02349","SRR3954744__prok_02379","SRR3954745__prok_01000","SRR3954747__prok_02430","SRR4420705__prok_03797"
"lysA","","Diaminopimelate decarboxylase","18","18","1","1","9712","","","","1316","1349","1336","SRR1617632__prok_00311","SRR1656267_prok_00307","SRR1656269__prok_00975","SRR1656335__prok_02026","SRR1656350__prok_02168","SRR2164311__prok_00528","SRR2167785_prok_02254","SRR2171381__prok_01812","SRR2171418__prok_01898","SRR3954738__prok_01263","SRR3954739__prok_02194","SRR3954741__prok_01562","SRR3954742__prok_03448","SRR3954743__prok_02346","SRR3954744__prok_02376","SRR3954745__prok_00997","SRR3954747__prok_02433","SRR4420705__prok_05057"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","18","18","1","1","9725","","","","719","719","719","SRR1617632__prok_00321","SRR1656267_prok_00297","SRR1656269__prok_00985","SRR1656335__prok_02036","SRR1656350__prok_02178","SRR2164311__prok_00518","SRR2167785_prok_02244","SRR2171381__prok_01822","SRR2171418__prok_01888","SRR3954738__prok_01253","SRR3954739__prok_02204","SRR3954741__prok_01572","SRR3954742__prok_03438","SRR3954743__prok_02336","SRR3954744__prok_02366","SRR3954745__prok_00987","SRR3954747__prok_02443","SRR4420705__prok_03107"
"group_599","","hypothetical protein","18","18","1","1","9755","","","","149","149","149","SRR1617632__prok_00349","SRR1656267_prok_00269","SRR1656269__prok_01013","SRR1656335__prok_02065","SRR1656350__prok_02207","SRR2164311__prok_00490","SRR2167785_prok_02215","SRR2171381__prok_01850","SRR2171418__prok_01859","SRR3954738__prok_01224","SRR3954739__prok_02233","SRR3954741__prok_01601","SRR3954742__prok_03409","SRR3954743__prok_02307","SRR3954744__prok_02337","SRR3954745__prok_01826","SRR3954747__prok_02472","SRR4420705__prok_02133"
"amaA_1","","N-acyl-L-amino acid amidohydrolase","18","18","1","1","9763","","","","1169","1169","1169","SRR1617632__prok_00356","SRR1656267_prok_00262","SRR1656269__prok_01020","SRR1656335__prok_02072","SRR1656350__prok_02214","SRR2164311__prok_00483","SRR2167785_prok_02208","SRR2171381__prok_01857","SRR2171418__prok_01852","SRR3954738__prok_01217","SRR3954739__prok_02240","SRR3954741__prok_01608","SRR3954742__prok_03402","SRR3954743__prok_02300","SRR3954744__prok_02330","SRR3954745__prok_01819","SRR3954747__prok_02479","SRR4420705__prok_02140"
"ykfA","","putative murein peptide carboxypeptidase","18","18","1","1","9770","","","","920","920","920","SRR1617632__prok_00363","SRR1656267_prok_00255","SRR1656269__prok_01027","SRR1656335__prok_02079","SRR1656350__prok_02221","SRR2164311__prok_00476","SRR2167785_prok_02201","SRR2171381__prok_01864","SRR2171418__prok_01845","SRR3954738__prok_01210","SRR3954739__prok_02247","SRR3954741__prok_01615","SRR3954742__prok_03395","SRR3954743__prok_02293","SRR3954744__prok_02323","SRR3954745__prok_01812","SRR3954747__prok_02486","SRR4420705__prok_02147"
"nicF","","Maleamate amidohydrolase","18","18","1","1","9772","","","","554","554","554","SRR1617632__prok_00365","SRR1656267_prok_00253","SRR1656269__prok_01029","SRR1656335__prok_03352","SRR1656350__prok_02417","SRR2164311__prok_00474","SRR2167785_prok_02199","SRR2171381__prok_01866","SRR2171418__prok_01843","SRR3954738__prok_01208","SRR3954739__prok_02249","SRR3954741__prok_01617","SRR3954742__prok_03393","SRR3954743__prok_02291","SRR3954744__prok_02321","SRR3954745__prok_01810","SRR3954747__prok_02488","SRR4420705__prok_02149"
"group_603","","hypothetical protein","18","18","1","1","9777","","","","1013","1013","1013","SRR1617632__prok_00369","SRR1656267_prok_00249","SRR1656269__prok_01033","SRR1656335__prok_03348","SRR1656350__prok_02413","SRR2164311__prok_00470","SRR2167785_prok_02195","SRR2171381__prok_01870","SRR2171418__prok_01839","SRR3954738__prok_01204","SRR3954739__prok_02253","SRR3954741__prok_01621","SRR3954742__prok_03389","SRR3954743__prok_02287","SRR3954744__prok_02317","SRR3954745__prok_01806","SRR3954747__prok_02492","SRR4420705__prok_02153"
"group_605","","hypothetical protein","18","18","1","1","9795","","","","578","578","578","SRR1617632__prok_00381","SRR1656267_prok_00238","SRR1656269__prok_01044","SRR1656335__prok_03335","SRR1656350__prok_02400","SRR2164311__prok_00458","SRR2167785_prok_02182","SRR2171381__prok_01883","SRR2171418__prok_01826","SRR3954738__prok_01191","SRR3954739__prok_02266","SRR3954741__prok_01634","SRR3954742__prok_03376","SRR3954743__prok_02274","SRR3954744__prok_02304","SRR3954745__prok_01793","SRR3954747__prok_02505","SRR4420705__prok_02164"
"queE","","7-carboxy-7-deazaguanine synthase","18","18","1","1","9800","","","","338","716","695","SRR1617632__prok_00386","SRR1656267_prok_00233","SRR1656269__prok_01049","SRR1656335__prok_03330","SRR1656350__prok_02395","SRR2164311__prok_00453","SRR2167785_prok_02177","SRR2171381__prok_01888","SRR2171418__prok_01821","SRR3954738__prok_01186","SRR3954739__prok_02271","SRR3954741__prok_01639","SRR3954742__prok_03371","SRR3954743__prok_02269","SRR3954744__prok_02299","SRR3954745__prok_01788","SRR3954747__prok_02510","SRR4420705__prok_02170"
"lysDH","","Lysine 6-dehydrogenase","18","18","1","1","9818","","","","1184","1184","1184","SRR1617632__prok_00402","SRR1656267_prok_00217","SRR1656269__prok_01065","SRR1656335__prok_03313","SRR1656350__prok_02378","SRR2164311__prok_00437","SRR2167785_prok_02161","SRR2171381__prok_01904","SRR2171418__prok_01805","SRR3954738__prok_01170","SRR3954739__prok_02287","SRR3954741__prok_01655","SRR3954742__prok_03355","SRR3954743__prok_02253","SRR3954744__prok_02283","SRR3954745__prok_01772","SRR3954747__prok_02526","SRR4420705__prok_02306"
"phnW_1","","2-aminoethylphosphonate--pyruvate transaminase","18","18","1","1","9819","","","","1097","1097","1097","SRR1617632__prok_00403","SRR1656267_prok_00216","SRR1656269__prok_01066","SRR1656335__prok_03312","SRR1656350__prok_02377","SRR2164311__prok_00436","SRR2167785_prok_02160","SRR2171381__prok_01905","SRR2171418__prok_01804","SRR3954738__prok_01169","SRR3954739__prok_02288","SRR3954741__prok_01656","SRR3954742__prok_03354","SRR3954743__prok_02252","SRR3954744__prok_02282","SRR3954745__prok_01771","SRR3954747__prok_02527","SRR4420705__prok_02307"
"group_610","","hypothetical protein","18","18","1","1","9825","","","","335","335","335","SRR1617632__prok_00409","SRR1656267_prok_00210","SRR1656269__prok_01072","SRR1656335__prok_03306","SRR1656350__prok_02371","SRR2164311__prok_00430","SRR2167785_prok_02154","SRR2171381__prok_01911","SRR2171418__prok_01798","SRR3954738__prok_01163","SRR3954739__prok_02294","SRR3954741__prok_01662","SRR3954742__prok_03348","SRR3954743__prok_02246","SRR3954744__prok_02276","SRR3954745__prok_01765","SRR3954747__prok_02533","SRR4420705__prok_02313"
